state,age_group,gender,race,cause_of_death,deaths,population
Alabama,55-64 years,Male,White,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",12.0,229451.0
Alabama,55-64 years,Male,White,"Chronic obstructive pulmonary disease, unspecified",180.0,229451.0
Alabama,55-64 years,Male,White,Pneumonitis due to food and vomit,18.0,229451.0
Alabama,55-64 years,Male,White,Other interstitial pulmonary diseases with fibrosis,10.0,229451.0
Alabama,55-64 years,Male,White,"Respiratory failure, unspecified",18.0,229451.0
Alabama,55-64 years,Male,White,Alcoholic cirrhosis of liver,46.0,229451.0
Alabama,55-64 years,Male,White,"Hepatic failure, unspecified",16.0,229451.0
Alabama,55-64 years,Male,White,Other and unspecified cirrhosis of liver,94.0,229451.0
Alabama,55-64 years,Male,White,"Liver disease, unspecified",18.0,229451.0
Alabama,55-64 years,Male,White,"Gastrointestinal haemorrhage, unspecified",16.0,229451.0
Alabama,55-64 years,Male,White,"Chronic renal failure, unspecified",13.0,229451.0
Alabama,55-64 years,Male,White,Unspecified renal failure,13.0,229451.0
Alabama,55-64 years,Male,White,Other ill-defined and unspecified causes of mortality,34.0,229451.0
Alabama,55-64 years,Male,White,Person injured in collision between other specified motor vehicles (traffic),10.0,229451.0
Alabama,55-64 years,Male,White,"Person injured in unspecified motor-vehicle accident, traffic",26.0,229451.0
Alabama,55-64 years,Male,White,Unspecified fall,10.0,229451.0
Alabama,55-64 years,Male,White,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",13.0,229451.0
Alabama,55-64 years,Male,White,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",21.0,229451.0
Alabama,55-64 years,Male,White,"Intentional self-harm by hanging, strangulation and suffocation",16.0,229451.0
Alabama,55-64 years,Male,White,Intentional self-harm by handgun discharge,10.0,229451.0
Alabama,55-64 years,Male,White,Intentional self-harm by other and unspecified firearm discharge,46.0,229451.0
Alabama,65-74 years,Female,Black or African American,"Septicaemia, unspecified",35.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Colon, unspecified - Malignant neoplasms",21.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Pancreas, unspecified - Malignant neoplasms",26.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",57.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Breast, unspecified - Malignant neoplasms",56.0,52523.0
Alabama,65-74 years,Female,Black or African American,Endometrium - Malignant neoplasms,10.0,52523.0
Alabama,65-74 years,Female,Black or African American,Malignant neoplasm of ovary,13.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Brain, unspecified - Malignant neoplasms",10.0,52523.0
Alabama,65-74 years,Female,Black or African American,Malignant neoplasm without specification of site,22.0,52523.0
Alabama,65-74 years,Female,Black or African American,Multiple myeloma - Malignant neoplasms,15.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Unspecified diabetes mellitus, with renal complications",16.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Unspecified diabetes mellitus, without complications",30.0,52523.0
Alabama,65-74 years,Female,Black or African American,Unspecified dementia,22.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Alzheimer disease, unspecified",21.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Anoxic brain damage, not elsewhere classified",11.0,52523.0
Alabama,65-74 years,Female,Black or African American,Essential (primary) hypertension,11.0,52523.0
Alabama,65-74 years,Female,Black or African American,Hypertensive heart disease without (congestive) heart failure,10.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Acute myocardial infarction, unspecified",41.0,52523.0
Alabama,65-74 years,Female,Black or African American,Atherosclerotic heart disease,22.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Chronic ischaemic heart disease, unspecified",12.0,52523.0
Alabama,65-74 years,Female,Black or African American,Pulmonary embolism without mention of acute cor pulmonale,11.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Cardiac arrest, unspecified",47.0,52523.0
Alabama,65-74 years,Female,Black or African American,Congestive heart failure,24.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Heart failure, unspecified",11.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Heart disease, unspecified",10.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Stroke, not specified as haemorrhage or infarction",38.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Cerebrovascular disease, unspecified",10.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Pneumonia, unspecified",20.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Chronic obstructive pulmonary disease, unspecified",40.0,52523.0
Alabama,65-74 years,Female,Black or African American,"Chronic kidney disease, stage 5",20.0,52523.0
Alabama,65-74 years,Female,Black or African American,Other ill-defined and unspecified causes of mortality,11.0,52523.0
Alabama,65-74 years,Female,White,Enterocolitis due to Clostridium difficile,12.0,193646.0
Alabama,65-74 years,Female,White,"Septicaemia, unspecified",91.0,193646.0
Alabama,65-74 years,Female,White,"Stomach, unspecified - Malignant neoplasms",14.0,193646.0
Alabama,65-74 years,Female,White,"Colon, unspecified - Malignant neoplasms",41.0,193646.0
Alabama,65-74 years,Female,White,Liver cell carcinoma - Malignant neoplasms,10.0,193646.0
Alabama,65-74 years,Female,White,"Liver, unspecified - Malignant neoplasms",19.0,193646.0
Alabama,65-74 years,Female,White,"Pancreas, unspecified - Malignant neoplasms",62.0,193646.0
Alabama,65-74 years,Female,White,"Bronchus or lung, unspecified - Malignant neoplasms",333.0,193646.0
Alabama,65-74 years,Female,White,"Malignant melanoma of skin, unspecified - Malignant neoplasms",15.0,193646.0
Alabama,65-74 years,Female,White,"Breast, unspecified - Malignant neoplasms",124.0,193646.0
Alabama,65-74 years,Female,White,"Cervix uteri, unspecified - Malignant neoplasms",13.0,193646.0
Alabama,65-74 years,Female,White,Endometrium - Malignant neoplasms,19.0,193646.0
Alabama,65-74 years,Female,White,"Malignant neoplasm of uterus, part unspecified",10.0,193646.0
Alabama,65-74 years,Female,White,Malignant neoplasm of ovary,56.0,193646.0
Alabama,65-74 years,Female,White,"Bladder, unspecified - Malignant neoplasms",12.0,193646.0
Alabama,65-74 years,Female,White,"Brain, unspecified - Malignant neoplasms",26.0,193646.0
Alabama,65-74 years,Female,White,Malignant neoplasm without specification of site,55.0,193646.0
Alabama,65-74 years,Female,White,"B-cell lymphoma, unspecified - Malignant neoplasms",12.0,193646.0
Alabama,65-74 years,Female,White,"Non-Hodgkin lymphoma, unspecified type",11.0,193646.0
Alabama,65-74 years,Female,White,Multiple myeloma - Malignant neoplasms,12.0,193646.0
Alabama,65-74 years,Female,White,Acute myeloid leukaemia - Malignant neoplasms,14.0,193646.0
Alabama,65-74 years,Female,White,"Non-insulin-dependent diabetes mellitus, without complications",15.0,193646.0
Alabama,65-74 years,Female,White,"Unspecified diabetes mellitus, without complications",37.0,193646.0
Alabama,65-74 years,Female,White,Acidosis,12.0,193646.0
Alabama,65-74 years,Female,White,Unspecified dementia,42.0,193646.0
Alabama,65-74 years,Female,White,Motor neuron disease,16.0,193646.0
Alabama,65-74 years,Female,White,Parkinson disease,27.0,193646.0
Alabama,65-74 years,Female,White,"Alzheimer disease, unspecified",107.0,193646.0
Alabama,65-74 years,Female,White,"Senile degeneration of brain, not elsewhere classified",10.0,193646.0
Alabama,65-74 years,Female,White,"Anoxic brain damage, not elsewhere classified",21.0,193646.0
Alabama,65-74 years,Female,White,Essential (primary) hypertension,17.0,193646.0
Alabama,65-74 years,Female,White,Hypertensive heart disease without (congestive) heart failure,18.0,193646.0
Alabama,65-74 years,Female,White,Hypertensive renal disease with renal failure,10.0,193646.0
Alabama,65-74 years,Female,White,"Acute myocardial infarction, unspecified",104.0,193646.0
Alabama,65-74 years,Female,White,"Atherosclerotic cardiovascular disease, so described",39.0,193646.0
Alabama,65-74 years,Female,White,Atherosclerotic heart disease,88.0,193646.0
Alabama,65-74 years,Female,White,"Chronic ischaemic heart disease, unspecified",34.0,193646.0
Alabama,65-74 years,Female,White,Pulmonary embolism without mention of acute cor pulmonale,11.0,193646.0
Alabama,65-74 years,Female,White,"Cardiomyopathy, unspecified",10.0,193646.0
Alabama,65-74 years,Female,White,"Sudden cardiac death, so described",24.0,193646.0
Alabama,65-74 years,Female,White,"Cardiac arrest, unspecified",116.0,193646.0
Alabama,65-74 years,Female,White,Atrial fibrillation and flutter,26.0,193646.0
Alabama,65-74 years,Female,White,"Cardiac arrhythmia, unspecified",29.0,193646.0
Alabama,65-74 years,Female,White,Congestive heart failure,94.0,193646.0
Alabama,65-74 years,Female,White,"Heart failure, unspecified",21.0,193646.0
Alabama,65-74 years,Female,White,"Cardiovascular disease, unspecified",16.0,193646.0
Alabama,65-74 years,Female,White,"Heart disease, unspecified",27.0,193646.0
Alabama,65-74 years,Female,White,"Intracerebral haemorrhage, unspecified",18.0,193646.0
Alabama,65-74 years,Female,White,"Intracranial haemorrhage (nontraumatic), unspecified",17.0,193646.0
Alabama,65-74 years,Female,White,"Cerebral infarction, unspecified",11.0,193646.0
Alabama,65-74 years,Female,White,"Stroke, not specified as haemorrhage or infarction",73.0,193646.0
Alabama,65-74 years,Female,White,Cerebral atherosclerosis,10.0,193646.0
Alabama,65-74 years,Female,White,"Cerebrovascular disease, unspecified",14.0,193646.0
Alabama,65-74 years,Female,White,"Pneumonia, unspecified",75.0,193646.0
Alabama,65-74 years,Female,White,Chronic obstructive pulmonary disease with acute lower respiratory infection,25.0,193646.0
Alabama,65-74 years,Female,White,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",13.0,193646.0
Alabama,65-74 years,Female,White,"Chronic obstructive pulmonary disease, unspecified",341.0,193646.0
Alabama,65-74 years,Female,White,Pneumonitis due to food and vomit,16.0,193646.0
Alabama,65-74 years,Female,White,Other interstitial pulmonary diseases with fibrosis,11.0,193646.0
Alabama,65-74 years,Female,White,"Respiratory failure, unspecified",17.0,193646.0
Alabama,65-74 years,Female,White,"Vascular disorder of intestine, unspecified",11.0,193646.0
Alabama,65-74 years,Female,White,"Hepatic failure, unspecified",12.0,193646.0
Alabama,65-74 years,Female,White,Other and unspecified cirrhosis of liver,55.0,193646.0
Alabama,65-74 years,Female,White,"Gastrointestinal haemorrhage, unspecified",17.0,193646.0
Alabama,65-74 years,Female,White,"Acute renal failure, unspecified",11.0,193646.0
Alabama,65-74 years,Female,White,"Chronic kidney disease, stage 5",36.0,193646.0
Alabama,65-74 years,Female,White,Unspecified renal failure,17.0,193646.0
Alabama,65-74 years,Female,White,"Urinary tract infection, site not specified",23.0,193646.0
Alabama,65-74 years,Female,White,Respiratory arrest,12.0,193646.0
Alabama,65-74 years,Female,White,Other specified general symptoms and signs,10.0,193646.0
Alabama,65-74 years,Female,White,Other ill-defined and unspecified causes of mortality,15.0,193646.0
Alabama,65-74 years,Female,White,Person injured in collision between other specified motor vehicles (traffic),11.0,193646.0
Alabama,65-74 years,Female,White,"Person injured in unspecified motor-vehicle accident, traffic",12.0,193646.0
Alabama,65-74 years,Male,Black or African American,"Septicaemia, unspecified",33.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Oesophagus, unspecified - Malignant neoplasms",12.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Stomach, unspecified - Malignant neoplasms",15.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Colon, unspecified - Malignant neoplasms",36.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Liver, unspecified - Malignant neoplasms",15.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Pancreas, unspecified - Malignant neoplasms",23.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Bronchus or lung, unspecified - Malignant neoplasms",126.0,40472.0
Alabama,65-74 years,Male,Black or African American,Malignant neoplasm of prostate,47.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Bladder, unspecified - Malignant neoplasms",11.0,40472.0
Alabama,65-74 years,Male,Black or African American,Malignant neoplasm without specification of site,13.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Unspecified diabetes mellitus, without complications",35.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Alzheimer disease, unspecified",13.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Anoxic brain damage, not elsewhere classified",10.0,40472.0
Alabama,65-74 years,Male,Black or African American,Essential (primary) hypertension,13.0,40472.0
Alabama,65-74 years,Male,Black or African American,Hypertensive heart disease without (congestive) heart failure,13.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Acute myocardial infarction, unspecified",58.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Atherosclerotic cardiovascular disease, so described",22.0,40472.0
Alabama,65-74 years,Male,Black or African American,Atherosclerotic heart disease,45.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Chronic ischaemic heart disease, unspecified",14.0,40472.0
Alabama,65-74 years,Male,Black or African American,Pulmonary embolism without mention of acute cor pulmonale,10.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Cardiomyopathy, unspecified",12.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Sudden cardiac death, so described",10.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Cardiac arrest, unspecified",48.0,40472.0
Alabama,65-74 years,Male,Black or African American,"Cardiac arrhythmia, unspecified",11.0,40472.0
