year,state,age_group,gender,race,deaths,population,crude_rate
2010.0,District of Columbia,45-54 years,Male,White,38.0,14242,266.8
2010.0,District of Columbia,55-64 years,Female,Black or African American,260.0,21656,1200.6
2010.0,District of Columbia,55-64 years,Female,White,41.0,11724,349.7
2010.0,District of Columbia,55-64 years,Male,Black or African American,373.0,17143,2175.8
2010.0,District of Columbia,55-64 years,Male,White,69.0,11447,602.8
2010.0,District of Columbia,65-74 years,Female,Black or African American,312.0,13220,2360.1
2010.0,District of Columbia,65-74 years,Female,White,60.0,6824,879.2
2010.0,District of Columbia,65-74 years,Male,Black or African American,315.0,9205,3422.1
2010.0,District of Columbia,65-74 years,Male,White,80.0,6648,1203.4
2010.0,District of Columbia,75-84 years,Female,Black or African American,415.0,9555,4343.3
2010.0,District of Columbia,75-84 years,Female,White,96.0,3374,2845.3
2010.0,District of Columbia,75-84 years,Male,Black or African American,348.0,5079,6851.7
2010.0,District of Columbia,75-84 years,Male,White,125.0,3027,4129.5
2010.0,District of Columbia,85+ years,Female,Black or African American,526.0,4797,10965.2
2010.0,District of Columbia,85+ years,Female,White,280.0,2254,12422.4
2010.0,District of Columbia,85+ years,Male,Black or African American,241.0,1743,13826.7
2010.0,District of Columbia,85+ years,Male,White,149.0,1299,11470.4
2010.0,Florida,< 1 year,Female,Black or African American,295.0,25396,1161.6
2010.0,Florida,< 1 year,Female,White,331.0,73133,452.6
2010.0,Florida,< 1 year,Male,Black or African American,315.0,25995,1211.8
2010.0,Florida,< 1 year,Male,White,442.0,76133,580.6
2010.0,Florida,1-4 years,Female,Black or African American,39.0,102094,38.2
2010.0,Florida,1-4 years,Female,White,71.0,304135,23.3
2010.0,Florida,1-4 years,Male,Black or African American,67.0,106528,62.9
2010.0,Florida,1-4 years,Male,White,99.0,317907,31.1
2010.0,Florida,5-14 years,Female,Black or African American,51.0,251061,20.3
2010.0,Florida,5-14 years,Female,White,80.0,787199,10.2
2010.0,Florida,5-14 years,Male,Black or African American,42.0,258935,16.2
2010.0,Florida,5-14 years,Male,White,104.0,828278,12.6
2010.0,Florida,15-24 years,Female,Black or African American,117.0,276593,42.3
2010.0,Florida,15-24 years,Female,White,360.0,876749,41.1
2010.0,Florida,15-24 years,Male,Black or African American,374.0,278289,134.4
2010.0,Florida,15-24 years,Male,White,940.0,932189,100.8
2010.0,Florida,25-34 years,Female,Black or African American,249.0,236554,105.3
2010.0,Florida,25-34 years,Female,White,620.0,848754,73.0
2010.0,Florida,25-34 years,Male,Asian or Pacific Islander,20.0,40582,49.3
2010.0,Florida,25-34 years,Male,Black or African American,433.0,218773,197.9
2010.0,Florida,25-34 years,Male,White,1480.0,882354,167.7
2010.0,Florida,35-44 years,Female,Asian or Pacific Islander,29.0,49669,58.4
2010.0,Florida,35-44 years,Female,Black or African American,458.0,220925,207.3
2010.0,Florida,35-44 years,Female,White,1235.0,945287,130.6
2010.0,Florida,35-44 years,Male,Asian or Pacific Islander,42.0,41975,100.1
2010.0,Florida,35-44 years,Male,Black or African American,555.0,199176,278.6
2010.0,Florida,35-44 years,Male,White,2163.0,959651,225.4
2010.0,Florida,45-54 years,Female,Asian or Pacific Islander,40.0,42305,94.6
2010.0,Florida,45-54 years,Female,Black or African American,960.0,223676,429.2
2010.0,Florida,45-54 years,Female,White,3616.0,1126872,320.9
2010.0,Florida,45-54 years,Male,American Indian or Alaska Native,20.0,7319,273.3
2010.0,Florida,45-54 years,Male,Asian or Pacific Islander,67.0,33644,199.1
2010.0,Florida,45-54 years,Male,Black or African American,1248.0,200154,623.5
2010.0,Florida,45-54 years,Male,White,6035.0,1100251,548.5
2010.0,Florida,55-64 years,Female,Asian or Pacific Islander,91.0,32002,284.4
2010.0,Florida,55-64 years,Female,Black or African American,1317.0,155033,849.5
2010.0,Florida,55-64 years,Female,White,6349.0,1042897,608.8
2010.0,Florida,55-64 years,Male,American Indian or Alaska Native,29.0,4924,589.0
2010.0,Florida,55-64 years,Male,Asian or Pacific Islander,114.0,23902,476.9
2010.0,Florida,55-64 years,Male,Black or African American,1833.0,132245,1386.1
2010.0,Florida,55-64 years,Male,White,10776.0,941806,1144.2
2010.0,Florida,65-74 years,Female,Asian or Pacific Islander,136.0,17021,799.0
2010.0,Florida,65-74 years,Female,Black or African American,1517.0,87721,1729.3
2010.0,Florida,65-74 years,Female,White,10241.0,814755,1256.9
2010.0,Florida,65-74 years,Male,American Indian or Alaska Native,30.0,2357,1272.8
2010.0,Florida,65-74 years,Male,Asian or Pacific Islander,170.0,13588,1251.1
2010.0,Florida,65-74 years,Male,Black or African American,1941.0,69114,2808.4
2010.0,Florida,65-74 years,Male,White,14549.0,721042,2017.8
2010.0,Florida,75-84 years,Female,American Indian or Alaska Native,22.0,970,2268.0
2010.0,Florida,75-84 years,Female,Asian or Pacific Islander,167.0,7297,2288.6
2010.0,Florida,75-84 years,Female,Black or African American,1908.0,47879,3985.0
2010.0,Florida,75-84 years,Female,White,19464.0,555379,3504.6
2010.0,Florida,75-84 years,Male,American Indian or Alaska Native,23.0,827,2781.1
2010.0,Florida,75-84 years,Male,Asian or Pacific Islander,171.0,5042,3391.5
2010.0,Florida,75-84 years,Male,Black or African American,1800.0,30776,5848.7
2010.0,Florida,75-84 years,Male,White,21970.0,449367,4889.1
2010.0,Florida,85+ years,Female,Asian or Pacific Islander,123.0,1763,6976.7
2010.0,Florida,85+ years,Female,Black or African American,2171.0,17982,12073.2
2010.0,Florida,85+ years,Female,White,31406.0,255728,12281.0
2010.0,Florida,85+ years,Male,Asian or Pacific Islander,96.0,1039,9239.7
2010.0,Florida,85+ years,Male,Black or African American,1036.0,7821,13246.4
2010.0,Florida,85+ years,Male,White,21170.0,149259,14183.4
2010.0,Georgia,< 1 year,Female,Black or African American,197.0,23669,832.3
2010.0,Georgia,< 1 year,Female,White,167.0,38616,432.5
2010.0,Georgia,< 1 year,Male,Black or African American,251.0,24202,1037.1
2010.0,Georgia,< 1 year,Male,White,230.0,40533,567.4
2010.0,Georgia,1-4 years,Female,Black or African American,32.0,98010,32.6
2010.0,Georgia,1-4 years,Female,White,53.0,160307,33.1
2010.0,Georgia,1-4 years,Male,Black or African American,49.0,100745,48.6
2010.0,Georgia,1-4 years,Male,White,57.0,168914,33.7
2010.0,Georgia,5-14 years,Female,Black or African American,32.0,245295,13.0
2010.0,Georgia,5-14 years,Female,White,54.0,402502,13.4
2010.0,Georgia,5-14 years,Male,Black or African American,62.0,251282,24.7
2010.0,Georgia,5-14 years,Male,White,69.0,424323,16.3
2010.0,Georgia,15-24 years,Female,Black or African American,111.0,257886,43.0
2010.0,Georgia,15-24 years,Female,White,129.0,396340,32.5
2010.0,Georgia,15-24 years,Male,Black or African American,290.0,251133,115.5
2010.0,Georgia,15-24 years,Male,White,426.0,424643,100.3
2010.0,Georgia,25-34 years,Female,Black or African American,221.0,238159,92.8
2010.0,Georgia,25-34 years,Female,White,274.0,402049,68.2
2010.0,Georgia,25-34 years,Male,Black or African American,378.0,203000,186.2
2010.0,Georgia,25-34 years,Male,White,590.0,420904,140.2
2010.0,Georgia,35-44 years,Female,Black or African American,433.0,241959,179.0
2010.0,Georgia,35-44 years,Female,White,620.0,433733,142.9
2010.0,Georgia,35-44 years,Male,Asian or Pacific Islander,29.0,31033,93.4
2010.0,Georgia,35-44 years,Male,Black or African American,595.0,202111,294.4
2010.0,Georgia,35-44 years,Male,White,923.0,446982,206.5
2010.0,Georgia,45-54 years,Female,Asian or Pacific Islander,33.0,24168,136.5
2010.0,Georgia,45-54 years,Female,Black or African American,1016.0,228280,445.1
2010.0,Georgia,45-54 years,Female,White,1557.0,458172,339.8
2010.0,Georgia,45-54 years,Male,Asian or Pacific Islander,41.0,22128,185.3
2010.0,Georgia,45-54 years,Male,Black or African American,1319.0,193386,682.1
2010.0,Georgia,45-54 years,Male,White,2530.0,458715,551.5
2010.0,Georgia,55-64 years,Female,Asian or Pacific Islander,51.0,15931,320.1
2010.0,Georgia,55-64 years,Female,Black or African American,1578.0,157593,1001.3
2010.0,Georgia,55-64 years,Female,White,2684.0,387845,692.0
2010.0,Georgia,55-64 years,Male,Asian or Pacific Islander,68.0,13361,508.9
2010.0,Georgia,55-64 years,Male,Black or African American,2151.0,125325,1716.3
2010.0,Georgia,55-64 years,Male,White,4244.0,365689,1160.5
2010.0,Georgia,65-74 years,Female,Asian or Pacific Islander,69.0,7656,901.3
2010.0,Georgia,65-74 years,Female,Black or African American,1629.0,77308,2107.2
2010.0,Georgia,65-74 years,Female,White,3996.0,241652,1653.6
2010.0,Georgia,65-74 years,Male,Asian or Pacific Islander,98.0,6748,1452.3
2010.0,Georgia,65-74 years,Male,Black or African American,1873.0,55954,3347.4
2010.0,Georgia,65-74 years,Male,White,5403.0,215595,2506.1
2010.0,Georgia,75-84 years,Female,Asian or Pacific Islander,87.0,3015,2885.6
2010.0,Georgia,75-84 years,Female,Black or African American,1954.0,39653,4927.7
2010.0,Georgia,75-84 years,Female,White,6764.0,143123,4726.0
2010.0,Georgia,75-84 years,Male,Asian or Pacific Islander,79.0,2220,3558.6
2010.0,Georgia,75-84 years,Male,Black or African American,1556.0,20901,7444.6
2010.0,Georgia,75-84 years,Male,White,6527.0,102332,6378.3
2010.0,Georgia,85+ years,Female,Asian or Pacific Islander,63.0,733,8594.8
2010.0,Georgia,85+ years,Female,Black or African American,2293.0,16539,13864.2
2010.0,Georgia,85+ years,Female,White,9548.0,63150,15119.6
2010.0,Georgia,85+ years,Male,Asian or Pacific Islander,51.0,405,12592.6
2010.0,Georgia,85+ years,Male,Black or African American,909.0,5427,16749.6
2010.0,Georgia,85+ years,Male,White,4702.0,27435,17138.7
2010.0,Hawaii,< 1 year,Female,Asian or Pacific Islander,32.0,5633,568.1
2010.0,Hawaii,< 1 year,Male,Asian or Pacific Islander,51.0,5888,866.2
2010.0,Hawaii,15-24 years,Male,Asian or Pacific Islander,48.0,61528,78.0
2010.0,Hawaii,15-24 years,Male,White,27.0,30682,88.0
2010.0,Hawaii,25-34 years,Female,Asian or Pacific Islander,25.0,57958,43.1
2010.0,Hawaii,25-34 years,Male,Asian or Pacific Islander,64.0,56528,113.2
2010.0,Hawaii,25-34 years,Male,White,34.0,34522,98.5
2010.0,Hawaii,35-44 years,Female,Asian or Pacific Islander,67.0,61688,108.6
2010.0,Hawaii,35-44 years,Female,White,28.0,23286,120.2
2010.0,Hawaii,35-44 years,Male,Asian or Pacific Islander,118.0,56836,207.6
2010.0,Hawaii,35-44 years,Male,White,66.0,28905,228.3
2010.0,Hawaii,45-54 years,Female,Asian or Pacific Islander,131.0,67214,194.9
2010.0,Hawaii,45-54 years,Female,White,77.0,27923,275.8
2010.0,Hawaii,45-54 years,Male,Asian or Pacific Islander,304.0,62542,486.1
2010.0,Hawaii,45-54 years,Male,White,141.0,31842,442.8
2010.0,Hawaii,55-64 years,Female,Asian or Pacific Islander,291.0,58392,498.4
2010.0,Hawaii,55-64 years,Female,White,127.0,29107,436.3
2010.0,Hawaii,55-64 years,Male,Asian or Pacific Islander,470.0,52606,893.4
2010.0,Hawaii,55-64 years,Male,White,297.0,32790,905.8
2010.0,Hawaii,65-74 years,Female,Asian or Pacific Islander,417.0,37249,1119.5
2010.0,Hawaii,65-74 years,Female,White,159.0,14887,1068.0
2010.0,Hawaii,65-74 years,Male,Asian or Pacific Islander,573.0,30945,1851.7
2010.0,Hawaii,65-74 years,Male,White,267.0,16439,1624.2
2010.0,Hawaii,75-84 years,Female,Asian or Pacific Islander,842.0,29508,2853.5
2010.0,Hawaii,75-84 years,Female,White,283.0,7837,3611.1
2010.0,Hawaii,75-84 years,Male,Asian or Pacific Islander,855.0,19354,4417.7
2010.0,Hawaii,75-84 years,Male,White,383.0,7255,5279.1
2010.0,Hawaii,85+ years,Female,Asian or Pacific Islander,1312.0,14703,8923.3
2010.0,Hawaii,85+ years,Female,White,455.0,4115,11057.1
2010.0,Hawaii,85+ years,Male,Asian or Pacific Islander,1110.0,8678,12791.0
2010.0,Hawaii,85+ years,Male,White,349.0,2606,13392.2
2010.0,Idaho,< 1 year,Female,White,38.0,10924,347.9
2010.0,Idaho,< 1 year,Male,White,67.0,11428,586.3
2010.0,Idaho,15-24 years,Female,White,47.0,103725,45.3
2010.0,Idaho,15-24 years,Male,White,100.0,107001,93.5
2010.0,Idaho,25-34 years,Female,White,74.0,96645,76.6
2010.0,Idaho,25-34 years,Male,White,128.0,101330,126.3
2010.0,Idaho,35-44 years,Female,White,113.0,89734,125.9
2010.0,Idaho,35-44 years,Male,White,188.0,92335,203.6
2010.0,Idaho,45-54 years,Female,White,252.0,100837,249.9
2010.0,Idaho,45-54 years,Male,White,427.0,99597,428.7
2010.0,Idaho,55-64 years,Female,White,518.0,87979,588.8
2010.0,Idaho,55-64 years,Male,White,788.0,87131,904.4
2010.0,Idaho,65-74 years,Female,White,801.0,54468,1470.6
2010.0,Idaho,65-74 years,Male,White,1106.0,52670,2099.9
2010.0,Idaho,75-84 years,Female,White,1342.0,32212,4166.1
2010.0,Idaho,75-84 years,Male,White,1520.0,26605,5713.2
2010.0,Idaho,85+ years,Female,White,2196.0,16015,13712.1
2010.0,Idaho,85+ years,Male,White,1412.0,8856,15944.0
2010.0,Illinois,< 1 year,Female,Asian or Pacific Islander,20.0,4401,454.4
2010.0,Illinois,< 1 year,Female,Black or African American,157.0,14391,1091.0
2010.0,Illinois,< 1 year,Female,White,308.0,59848,514.6
2010.0,Illinois,< 1 year,Male,Asian or Pacific Islander,24.0,4578,524.2
2010.0,Illinois,< 1 year,Male,Black or African American,237.0,15116,1567.9
2010.0,Illinois,< 1 year,Male,White,372.0,62656,593.7
2010.0,Illinois,1-4 years,Female,Black or African American,27.0,60231,44.8
2010.0,Illinois,1-4 years,Female,White,55.0,248768,22.1
2010.0,Illinois,1-4 years,Male,Black or African American,33.0,61540,53.6
2010.0,Illinois,1-4 years,Male,White,59.0,259528,22.7
2010.0,Illinois,5-14 years,Female,Black or African American,28.0,157146,17.8
2010.0,Illinois,5-14 years,Female,White,62.0,643771,9.6
2010.0,Illinois,5-14 years,Male,Black or African American,32.0,161490,19.8
2010.0,Illinois,5-14 years,Male,White,95.0,676170,14.0
2010.0,Illinois,15-24 years,Female,Black or African American,79.0,167910,47.0
2010.0,Illinois,15-24 years,Female,White,232.0,662003,35.0
2010.0,Illinois,15-24 years,Male,Black or African American,326.0,167346,194.8
2010.0,Illinois,15-24 years,Male,White,547.0,700479,78.1
2010.0,Illinois,25-34 years,Female,Black or African American,149.0,138849,107.3
2010.0,Illinois,25-34 years,Female,White,318.0,677674,46.9
2010.0,Illinois,25-34 years,Male,Black or African American,373.0,121938,305.9
2010.0,Illinois,25-34 years,Male,White,840.0,703610,119.4
2010.0,Illinois,35-44 years,Female,Asian or Pacific Islander,21.0,55204,38.0
2010.0,Illinois,35-44 years,Female,Black or African American,319.0,138440,230.4
2010.0,Illinois,35-44 years,Female,White,601.0,666762,90.1
2010.0,Illinois,35-44 years,Male,Asian or Pacific Islander,40.0,51267,78.0
2010.0,Illinois,35-44 years,Male,Black or African American,419.0,116713,359.0
2010.0,Illinois,35-44 years,Male,White,1184.0,684344,173.0
2010.0,Illinois,45-54 years,Female,Asian or Pacific Islander,46.0,41935,109.7
2010.0,Illinois,45-54 years,Female,Black or African American,789.0,145252,543.2
2010.0,Illinois,45-54 years,Female,White,1950.0,759290,256.8
2010.0,Illinois,45-54 years,Male,Asian or Pacific Islander,74.0,37095,199.5
2010.0,Illinois,45-54 years,Male,Black or African American,1010.0,122397,825.2
2010.0,Illinois,45-54 years,Male,White,3215.0,754567,426.1
2010.0,Illinois,55-64 years,Female,Asian or Pacific Islander,84.0,35090,239.4
2010.0,Illinois,55-64 years,Female,Black or African American,1094.0,108349,1009.7
2010.0,Illinois,55-64 years,Female,White,3523.0,615638,572.3
2010.0,Illinois,55-64 years,Male,Asian or Pacific Islander,113.0,29894,378.0
2010.0,Illinois,55-64 years,Male,Black or African American,1573.0,84613,1859.1
2010.0,Illinois,55-64 years,Male,White,5657.0,593786,952.7
2010.0,Illinois,65-74 years,Female,Asian or Pacific Islander,134.0,18705,716.4
2010.0,Illinois,65-74 years,Female,Black or African American,1306.0,62656,2084.4
2010.0,Illinois,65-74 years,Female,White,5697.0,377496,1509.2
2010.0,Illinois,65-74 years,Male,Asian or Pacific Islander,189.0,16623,1137.0
2010.0,Illinois,65-74 years,Male,Black or African American,1490.0,44494,3348.8
2010.0,Illinois,65-74 years,Male,White,7259.0,327040,2219.6
2010.0,Illinois,75-84 years,Female,Asian or Pacific Islander,191.0,8184,2333.8
2010.0,Illinois,75-84 years,Female,Black or African American,1671.0,35862,4659.5
2010.0,Illinois,75-84 years,Female,White,11024.0,265381,4154.0
2010.0,Illinois,75-84 years,Male,Asian or Pacific Islander,201.0,5788,3472.7
2010.0,Illinois,75-84 years,Male,Black or African American,1434.0,21164,6775.7
2010.0,Illinois,75-84 years,Male,White,10746.0,187355,5735.6
2010.0,Illinois,85+ years,Female,Asian or Pacific Islander,227.0,2647,8575.7
2010.0,Illinois,85+ years,Female,Black or African American,1761.0,14302,12313.0
2010.0,Illinois,85+ years,Female,White,19078.0,144857,13170.2
2010.0,Illinois,85+ years,Male,Asian or Pacific Islander,145.0,1461,9924.7
2010.0,Illinois,85+ years,Male,Black or African American,809.0,5643,14336.3
2010.0,Illinois,85+ years,Male,White,10359.0,65692,15769.0
2010.0,Indiana,< 1 year,Female,Black or African American,72.0,6107,1179.0
2010.0,Indiana,< 1 year,Female,White,194.0,33952,571.4
2010.0,Indiana,< 1 year,Male,Black or African American,81.0,6154,1316.2
2010.0,Indiana,< 1 year,Male,White,282.0,35711,789.7
2010.0,Indiana,1-4 years,Female,White,31.0,141934,21.8
2010.0,Indiana,1-4 years,Male,White,40.0,149202,26.8
2010.0,Indiana,5-14 years,Female,White,37.0,369479,10.0
2010.0,Indiana,5-14 years,Male,White,61.0,388640,15.7
2010.0,Indiana,15-24 years,Female,White,155.0,388827,39.9
2010.0,Indiana,15-24 years,Male,Black or African American,91.0,54075,168.3
2010.0,Indiana,15-24 years,Male,White,419.0,403174,103.9
2010.0,Indiana,25-34 years,Female,Black or African American,45.0,46431,96.9
2010.0,Indiana,25-34 years,Female,White,281.0,351856,79.9
2010.0,Indiana,25-34 years,Male,Black or African American,110.0,42783,257.1
